fecha;monto de compra
7/11/2024;1000000
31/07/2024;200
21/06/2021;1000000
17/08/2020;1000000
1/11/2020;1000000
8/11/2024;200
18/12/2024;300
17/06/2023;100
20/09/2022;5000
21/11/2024;300
13/05/2021;300
10/11/2021;5000
22/01/2020;0
6/10/2022;300
29/02/2024;0
12/11/2023;5000
28/03/2023;5000
17/09/2020;-50
5/07/2024;100
18/09/2024;1000000
10/08/2024;200
15/04/2023;100
6/02/2024;100
28/10/2021;100
28/09/2021;200
13/01/2024;300
15/08/2023;100
11/11/2024;300
18/04/2023;0
4/04/2021;0
17/05/2024;5000
19/06/2024;300
1/02/2022;1000000
19/07/2021;100
31/05/2022;0
29/09/2024;5000
10/11/2021;0
31/01/2024;100
5/04/2023;300
7/10/2021;300
8/04/2024;100
11/03/2024;0
10/10/2022;300
30/08/2023;-50
5/07/2022;5000
24/03/2021;100
22/03/2024;100
10/11/2020;0
14/04/2021;-50
1/04/2021;0
16/07/2022;200
11/11/2022;1000000
14/12/2020;5000
7/03/2021;200
24/07/2020;300
25/04/2023;0
23/10/2024;300
11/04/2021;200
10/10/2020;-50
24/01/2021;5000
6/11/2021;1000000
14/07/2020;300
16/11/2022;100
18/04/2021;1000000
24/04/2021;5000
7/01/2022;100
6/09/2024;-50
18/06/2022;1000000
28/01/2022;5000
22/09/2020;100
20/12/2024;1000000
29/11/2024;-50
12/04/2020;5000
16/12/2020;-50
26/08/2022;200
24/01/2022;1000000
19/01/2023;200
3/10/2024;200
23/08/2021;1000000
2/01/2021;0
31/03/2023;1000000
26/11/2022;-50
16/04/2024;200
5/08/2022;200
3/12/2024;5000
8/07/2023;100
2/11/2023;5000
10/12/2022;200
4/01/2023;5000
16/06/2022;5000
31/12/2022;0
13/10/2020;1000000
25/09/2020;1000000
20/09/2024;300
22/10/2022;5000
3/09/2024;0
30/06/2021;5000
25/10/2024;100
5/05/2021;200
1/01/2020;300
28/01/2021;300
20/11/2022;-50
18/07/2021;300
3/07/2020;5000
13/01/2022;-50
29/06/2022;1000000
27/10/2021;300
16/09/2023;100
10/02/2024;0
31/05/2024;1000000
3/07/2024;200
29/09/2021;0
28/05/2023;300
3/07/2024;1000000
25/06/2021;200
27/06/2024;-50
26/04/2024;100
28/05/2020;0
1/10/2022;1000000
27/05/2024;-50
7/03/2021;5000
25/07/2021;0
14/07/2023;5000
22/01/2023;100
27/07/2020;-50
27/04/2021;5000
16/07/2022;0
27/04/2022;-50
19/12/2021;100
19/01/2022;200
16/09/2024;1000000
18/10/2021;1000000
28/02/2024;-50
18/03/2022;300
18/09/2024;0
9/09/2023;200
28/03/2024;300
30/08/2021;5000
31/03/2024;-50
17/07/2020;-50
12/02/2022;300
1/09/2024;1000000
7/12/2021;5000
16/12/2022;1000000
29/05/2021;200
25/12/2024;200
11/10/2024;0
31/10/2022;0
8/04/2024;5000
12/01/2022;1000000
21/01/2024;100
1/03/2020;5000
13/05/2024;200
21/07/2022;100
30/03/2020;0
3/11/2022;5000
27/10/2020;1000000
30/08/2020;200
26/09/2022;100
28/10/2020;1000000
26/11/2023;1000000
3/07/2022;200
23/11/2024;-50
26/12/2024;-50
16/02/2024;200
26/06/2022;0
16/05/2022;-50
3/03/2020;300
19/07/2022;0
5/06/2020;5000
3/03/2020;5000
19/09/2020;200
23/03/2023;200
30/04/2023;100
2/07/2020;0
6/06/2023;1000000
18/01/2024;0
20/09/2021;100
10/09/2020;-50
2/11/2020;100
25/10/2022;1000000
12/03/2021;1000000
9/12/2021;300
31/07/2023;5000
30/10/2022;300
5/08/2020;200
4/11/2022;200
6/03/2024;100
28/10/2021;5000
18/03/2021;1000000
20/05/2021;300
14/08/2024;1000000
22/09/2020;300
26/11/2023;100
24/01/2021;200
8/01/2022;100
14/10/2024;300
20/02/2021;0
27/12/2023;-50
16/02/2021;-50
5/05/2022;100
12/01/2022;-50
11/04/2022;0
23/08/2024;0
4/10/2021;300
22/06/2021;-50
15/01/2023;-50
18/02/2023;-50
11/11/2020;5000
21/03/2020;300
3/05/2023;100
6/08/2023;1000000
7/08/2024;200
5/01/2022;100
15/02/2021;300
26/02/2023;200
9/07/2021;5000
18/06/2020;300
20/06/2024;5000
29/10/2021;5000
6/08/2020;-50
27/05/2022;0
12/08/2021;0
19/11/2020;200
23/02/2021;5000
21/06/2024;200
10/05/2023;100
18/11/2023;0
6/06/2023;0
26/09/2023;1000000
8/01/2021;300
6/11/2021;1000000
7/01/2020;0
30/12/2020;-50
21/10/2022;5000
18/08/2021;1000000
29/07/2023;5000
21/07/2021;5000
20/11/2021;300
11/10/2021;5000
14/12/2020;200
9/06/2023;5000
30/06/2021;300
23/02/2021;200
23/06/2024;5000
5/09/2020;5000
11/03/2021;1000000
6/08/2020;-50
9/11/2024;200
8/06/2022;5000
7/09/2022;-50
10/01/2024;0
27/07/2023;100
26/09/2020;200
2/10/2022;-50
25/07/2023;5000
26/07/2023;1000000
25/11/2020;200
14/01/2023;1000000
30/12/2020;-50
25/10/2020;200
28/01/2021;200
16/07/2022;1000000
30/06/2023;1000000
18/01/2020;1000000
17/10/2023;-50
22/05/2020;200
22/03/2024;1000000
3/02/2021;-50
28/11/2023;200
5/01/2024;-50
7/12/2021;100
16/10/2024;200
24/02/2024;1000000
1/04/2023;100
13/03/2023;100
28/12/2022;100
30/10/2023;1000000
5/10/2022;1000000
28/11/2023;-50
7/08/2024;-50
8/10/2022;0
22/07/2020;200
15/01/2024;100
17/07/2022;200
6/12/2022;300
22/09/2021;200
31/05/2023;300
15/09/2021;300
25/10/2020;1000000
19/06/2024;100
5/08/2020;5000
17/04/2023;0
9/09/2021;-50
2/12/2022;200
1/07/2020;5000
9/05/2020;1000000
16/06/2024;-50
22/11/2020;1000000
16/12/2021;100
17/03/2020;5000
18/11/2024;200
8/06/2024;200
19/02/2023;-50
22/10/2021;5000
24/04/2021;1000000
20/08/2020;0
3/09/2022;1000000
14/01/2023;300
9/11/2024;300
26/08/2020;5000
25/02/2020;-50
4/08/2024;300
20/05/2021;5000
3/01/2023;200
30/12/2021;5000
19/07/2021;0
19/04/2021;300
6/03/2021;200
21/03/2020;-50
29/09/2024;100
18/10/2024;300
11/05/2022;-50
30/10/2021;-50
15/08/2022;-50
29/04/2024;100
25/11/2021;100
24/09/2021;200
12/04/2020;100
29/05/2024;5000
3/12/2022;5000
12/07/2020;100
26/10/2024;0
28/05/2024;0
4/03/2020;-50
17/06/2023;100
23/07/2024;-50
4/06/2024;100
17/04/2023;300
22/05/2021;1000000
3/02/2024;100
8/11/2023;-50
2/04/2022;300
30/01/2022;300
16/09/2020;200
22/06/2022;100
29/07/2023;5000
9/08/2024;200
31/10/2022;-50
28/03/2023;300
14/11/2022;0
15/05/2023;-50
2/04/2022;-50
18/08/2021;-50
18/11/2022;1000000
25/01/2024;-50
25/03/2024;5000
8/05/2020;5000
3/12/2023;1000000
19/03/2023;300
22/06/2024;0
23/08/2023;5000
9/11/2024;100
15/08/2020;200
8/06/2023;200
26/10/2024;0
29/09/2020;300
30/04/2022;-50
25/03/2022;1000000
21/08/2020;1000000
16/09/2024;100
4/04/2022;100
6/12/2023;0
25/10/2023;100
23/10/2021;200
4/09/2021;-50
13/08/2022;200
26/07/2023;-50
17/11/2024;0
24/11/2022;5000
15/06/2022;5000
29/12/2024;5000
20/01/2024;100
28/01/2024;5000
27/04/2020;0
21/10/2022;-50
1/07/2021;0
23/07/2023;200
4/12/2020;-50
2/11/2023;5000
6/07/2024;5000
18/01/2020;-50
24/04/2021;1000000
1/09/2020;300
29/01/2021;-50
25/07/2022;1000000
9/05/2024;1000000
24/06/2024;300
2/05/2022;1000000
15/02/2020;300
6/04/2023;-50
8/04/2024;100
10/12/2024;5000
30/06/2020;100
6/12/2020;-50
25/02/2021;5000
17/03/2024;1000000
5/08/2022;5000
24/08/2021;100
10/12/2023;100
11/12/2021;300
18/06/2022;300
3/11/2022;0
12/06/2020;5000
22/09/2021;0
6/10/2021;5000
26/08/2023;200
4/07/2023;0
1/01/2021;1000000
6/03/2023;200
17/11/2020;1000000
2/02/2022;1000000
28/01/2023;200
16/04/2022;300
25/07/2022;5000
13/10/2023;5000
13/11/2021;5000
26/05/2021;5000
29/10/2022;0
8/08/2023;200
12/06/2024;100
25/11/2023;5000
23/12/2020;100
15/01/2021;-50
22/03/2023;1000000
3/11/2022;-50
22/10/2023;5000
18/09/2020;300
24/12/2024;5000
16/04/2023;1000000
30/09/2022;0
23/11/2021;200
7/10/2024;5000
15/12/2023;5000
25/06/2021;-50
4/11/2021;-50
29/11/2024;1000000
11/07/2023;100
2/04/2023;100
30/06/2020;300
6/10/2022;100
14/07/2024;200
6/11/2023;0
3/11/2023;100
18/10/2024;5000
6/12/2020;-50
4/07/2023;0
12/04/2021;0
21/06/2021;200
27/06/2023;0
18/10/2022;1000000
30/06/2020;0
11/03/2022;1000000
18/04/2023;1000000
17/08/2024;200
1/03/2020;0
8/02/2022;100
30/06/2021;5000
27/05/2022;5000
29/10/2022;300
19/05/2023;1000000
14/03/2023;1000000
23/04/2022;5000
3/08/2020;5000
28/09/2024;1000000
28/02/2024;5000
31/01/2022;-50
9/07/2021;0
3/01/2024;5000
14/05/2021;200
19/12/2023;5000
10/01/2024;0
3/09/2021;100
19/06/2023;-50
19/10/2023;0
26/11/2021;0
10/10/2022;-50
17/10/2021;300
18/01/2023;1000000
14/03/2021;1000000
26/12/2022;100
30/12/2024;-50
20/03/2021;100
17/02/2021;300
19/06/2023;5000
22/04/2021;300
12/12/2022;1000000
1/11/2024;5000
6/06/2021;300
25/12/2023;5000
16/03/2021;-50
18/04/2020;1000000
16/04/2021;300
20/11/2020;1000000
29/08/2023;1000000
21/04/2023;200
2/01/2024;300
15/06/2022;5000
28/03/2023;1000000
22/10/2022;300
5/06/2022;1000000
24/11/2023;1000000
5/04/2023;100
20/05/2023;300
26/11/2023;5000
18/10/2024;0
19/05/2021;-50
2/04/2020;5000
27/11/2021;300
18/01/2024;200
31/07/2021;200
12/12/2024;300
1/07/2023;200
16/04/2024;0
16/09/2023;0
13/11/2021;100
22/05/2024;-50
2/03/2024;0
31/01/2022;1000000
15/04/2024;300
28/11/2020;-50
9/03/2024;-50
21/11/2020;100
10/12/2021;0
15/12/2023;1000000
17/03/2021;1000000
6/03/2021;1000000
8/01/2020;200
30/06/2022;5000
13/08/2022;300
21/07/2023;5000
3/12/2020;0
18/01/2023;1000000
8/01/2021;0
27/06/2020;-50
4/11/2023;0
8/09/2024;1000000
18/06/2024;300
30/08/2022;100
16/09/2022;300
9/10/2022;5000
20/11/2024;1000000
11/04/2022;200
25/02/2023;-50
1/10/2020;0
29/06/2022;300
30/07/2024;300
30/07/2024;300
29/07/2020;1000000
15/05/2020;0
16/11/2022;1000000
31/12/2020;5000
21/04/2023;1000000
5/12/2023;0
25/07/2020;100
29/05/2022;-50
4/12/2022;100
10/06/2022;-50
20/06/2022;200
27/09/2024;5000
4/09/2023;5000
26/02/2021;100
7/03/2021;1000000
7/02/2023;200
31/03/2023;300
16/08/2023;5000
6/12/2023;100
14/12/2023;100
4/10/2022;1000000
16/10/2024;200
25/02/2023;1000000
25/06/2020;-50
6/01/2024;0
27/10/2021;300
11/09/2020;300
29/03/2024;1000000
10/07/2020;-50
23/10/2022;300
5/12/2020;5000
18/05/2022;0
19/02/2022;-50
11/07/2022;0
21/04/2024;0
10/02/2022;5000
6/06/2023;300
14/04/2022;300
25/06/2021;0
29/04/2024;-50
7/11/2020;1000000
27/07/2020;-50
30/01/2022;1000000
15/06/2023;100
5/09/2023;-50
16/02/2022;300
31/05/2024;100
7/10/2020;300
22/12/2021;-50
2/02/2020;100
22/08/2020;100
19/07/2022;100
16/10/2023;300
23/03/2021;200
17/11/2022;200
2/09/2023;-50
29/09/2020;100
28/08/2024;100
29/12/2021;1000000
11/11/2023;-50
29/04/2022;0
13/02/2024;-50
2/04/2023;0
9/06/2020;-50
2/11/2021;0
30/06/2024;200
19/08/2020;5000
7/01/2020;1000000
1/03/2023;100
21/04/2020;-50
18/05/2021;1000000
17/05/2024;1000000
27/07/2023;5000
21/04/2024;5000
11/04/2020;0
10/03/2020;200
26/09/2020;5000
14/05/2024;300
9/03/2023;300
14/08/2021;5000
18/05/2024;300
5/02/2021;300
31/07/2021;0
28/09/2020;100
29/09/2020;1000000
26/03/2021;300
14/02/2021;0
4/08/2023;0
31/07/2021;200
16/08/2023;300
22/09/2022;300
4/02/2023;300
28/12/2020;1000000
12/03/2020;200
25/09/2021;200
28/04/2021;200
15/04/2020;-50
27/10/2022;1000000
23/11/2021;300
29/08/2020;-50
25/09/2020;-50
20/05/2024;100
1/07/2020;5000
27/07/2023;5000
22/01/2023;300
19/12/2022;300
10/09/2024;1000000
14/03/2020;300
11/02/2024;1000000
13/05/2021;1000000
7/10/2021;-50
19/07/2021;200
15/11/2022;-50
9/07/2021;-50
2/07/2020;100
1/04/2022;5000
1/07/2021;1000000
29/03/2023;5000
26/11/2023;-50
16/09/2022;100
17/05/2022;300
14/09/2024;1000000
3/04/2023;1000000
21/02/2020;100
17/04/2024;0
27/12/2024;200
26/12/2021;5000
2/06/2020;-50
16/10/2021;5000
1/06/2023;-50
16/10/2022;100
18/01/2023;200
16/06/2024;-50
7/06/2024;200
22/10/2022;1000000
9/11/2021;0
5/10/2022;5000
10/08/2022;100
13/08/2022;-50
8/08/2020;300
10/05/2023;1000000
15/03/2023;-50
3/04/2020;100
12/01/2021;200
10/02/2024;100
6/09/2024;5000
9/01/2024;-50
3/09/2024;300
14/06/2020;0
7/09/2024;-50
18/04/2023;200
16/03/2022;0
20/04/2020;0
27/06/2023;100
28/11/2024;100
25/03/2021;300
16/02/2021;-50
16/04/2023;-50
11/09/2021;0
21/04/2024;0
24/10/2020;1000000
28/10/2021;5000
9/07/2023;1000000
25/07/2022;100
13/07/2022;0
11/12/2020;1000000
13/04/2022;200
25/05/2020;-50
14/10/2022;0
12/04/2022;200
6/01/2021;100
10/07/2022;0
26/11/2024;1000000
22/11/2024;1000000
10/09/2021;200
6/04/2024;300
16/07/2022;1000000
22/12/2020;300
22/06/2024;5000
20/05/2021;0
21/09/2023;200
17/06/2020;1000000
3/01/2022;5000
30/12/2020;100
6/10/2022;1000000
4/04/2022;100
29/11/2024;5000
19/04/2023;5000
24/04/2020;0
19/09/2023;-50
25/08/2023;-50
20/09/2022;200
16/03/2021;1000000
16/03/2022;200
22/01/2024;1000000
13/02/2024;300
12/05/2022;200
18/01/2020;-50
6/05/2021;-50
1/07/2022;0
21/07/2021;0
12/01/2024;5000
20/08/2020;-50
20/01/2021;300
3/05/2021;5000
23/04/2021;0
1/08/2023;0
18/11/2021;-50
22/09/2023;300
8/06/2024;100
23/09/2020;100
26/03/2023;200
29/03/2021;5000
13/03/2024;5000
26/04/2021;5000
6/09/2022;0
26/10/2024;0
20/10/2023;200
15/12/2023;1000000
1/01/2020;5000
4/12/2021;0
21/12/2020;-50
13/02/2020;100
8/06/2021;100
22/07/2024;5000
20/11/2023;0
22/09/2022;100
3/09/2020;0
21/09/2023;300
17/09/2020;200
3/07/2022;-50
18/10/2021;-50
14/11/2023;-50
1/07/2022;200
12/10/2020;0
18/05/2024;200
30/10/2021;300
7/07/2023;1000000
27/07/2024;0
12/07/2022;100
12/03/2020;200
5/03/2024;1000000
8/01/2024;300
22/04/2021;5000
26/11/2024;0
1/03/2022;300
14/08/2022;100
3/04/2023;0
12/02/2022;100
16/10/2021;1000000
23/09/2023;5000
19/09/2024;1000000
23/05/2022;1000000
3/12/2022;1000000
5/10/2021;200
19/09/2020;1000000
5/02/2020;1000000
14/11/2020;0
22/04/2022;-50
14/05/2024;1000000
25/09/2022;100
10/11/2024;300
13/10/2021;200
24/10/2023;300
12/08/2023;100
12/11/2022;0
18/04/2023;300
13/09/2021;1000000
4/12/2024;0
21/09/2022;300
18/12/2024;5000
14/04/2020;5000
30/01/2024;5000
23/01/2024;200
22/11/2020;300
25/04/2022;0
6/04/2023;200
17/08/2023;5000
23/01/2020;1000000
20/12/2021;1000000
30/06/2021;0
14/10/2023;1000000
5/06/2021;200
25/06/2023;300
3/03/2020;100
11/12/2021;-50
21/07/2022;300
9/09/2024;300
28/04/2020;5000
12/12/2021;300
4/07/2023;-50
24/12/2023;100
6/03/2024;0
30/06/2021;100
18/04/2023;0
22/11/2020;100
24/05/2022;100
2/10/2022;-50
24/09/2024;300
19/01/2022;0
26/05/2020;-50
6/01/2022;-50
5/03/2024;1000000
16/12/2023;0
20/03/2022;1000000
12/08/2020;5000
26/11/2024;-50
26/05/2023;0
7/01/2023;300
24/07/2021;1000000
9/11/2024;300
2/08/2022;5000
10/05/2022;-50
3/12/2023;5000
6/11/2023;200
16/08/2021;300
28/10/2020;0
28/12/2023;100
20/05/2021;200
17/01/2021;5000
24/02/2022;1000000
17/05/2022;0
24/02/2023;0
11/01/2023;-50
28/07/2024;-50
7/02/2024;5000
27/11/2023;1000000
28/12/2024;300
20/10/2022;200
26/02/2024;0
21/10/2023;200
20/04/2020;-50
23/11/2021;200
11/01/2020;1000000
25/08/2024;5000
14/03/2023;200
29/03/2020;5000
19/02/2023;0
8/05/2023;200
24/06/2020;5000
6/06/2022;300
25/04/2023;0
18/10/2021;5000
18/02/2022;300
13/12/2024;-50
2/05/2024;1000000
25/10/2021;200
11/03/2023;300
3/01/2022;0
29/10/2024;300
27/09/2022;1000000
29/06/2022;300
15/08/2024;200
15/09/2024;5000
5/07/2021;0
11/04/2020;300
27/03/2022;200
10/02/2021;300
30/01/2023;5000
28/08/2023;200
17/09/2020;300
1/02/2022;300
22/03/2020;-50
23/09/2021;0
12/04/2024;300
9/06/2024;300
24/10/2023;-50
10/01/2024;300
15/06/2024;300
15/03/2023;5000
10/11/2021;0
15/09/2024;5000
29/04/2024;300
22/07/2022;0
3/07/2022;300
16/03/2020;300
18/03/2021;300
26/02/2023;-50
13/01/2022;300
11/02/2023;200
4/06/2023;200
5/09/2023;5000
20/06/2020;100
25/05/2021;-50
19/03/2023;-50
5/07/2020;100
30/01/2022;200
23/12/2020;300
7/04/2021;-50
30/03/2021;1000000
2/11/2023;-50
17/08/2023;-50
14/11/2022;1000000
1/10/2023;300
27/12/2024;100
21/06/2022;300
7/10/2022;300
24/10/2021;-50
21/07/2023;0
10/01/2023;1000000
9/09/2021;200
17/06/2020;1000000
2/03/2020;200
15/12/2024;1000000
30/03/2022;100
29/03/2021;5000
13/08/2020;300
1/05/2023;0
13/07/2022;300
26/01/2021;300
6/08/2020;100
14/06/2020;5000
2/05/2024;5000
27/08/2024;-50
8/03/2021;1000000
13/04/2020;100
14/02/2020;1000000
5/08/2024;-50
2/09/2024;5000
17/01/2024;0
15/08/2020;1000000
27/10/2020;5000
29/06/2022;1000000
2/01/2021;5000
4/10/2022;100
13/07/2022;1000000
27/12/2023;5000
27/02/2021;5000
13/11/2020;1000000
13/05/2021;100
18/02/2024;200
3/01/2021;5000
20/08/2020;-50
22/06/2023;0
8/06/2020;5000
1/08/2020;0
16/08/2023;200
22/05/2022;300
1/06/2022;100
17/08/2022;200
22/04/2024;-50
26/08/2023;5000
23/03/2020;0
26/05/2022;300
19/04/2024;0
22/08/2021;200
12/06/2023;-50
7/11/2024;100
19/09/2020;1000000
4/09/2023;1000000
10/11/2021;200
14/12/2022;-50
26/12/2020;100
2/08/2024;-50
3/05/2024;0
8/05/2020;100
14/08/2024;100
1/07/2021;300
26/08/2023;300
15/02/2024;300
11/03/2022;-50
2/11/2022;200
27/02/2024;-50
6/10/2022;100
12/10/2020;5000
27/10/2020;0
28/01/2022;5000
26/08/2022;5000
26/06/2022;5000
4/01/2024;1000000
4/05/2022;0
18/05/2022;300
30/01/2022;300
23/12/2020;300
29/10/2024;5000
17/06/2022;1000000
26/04/2022;-50
11/08/2022;-50
3/09/2020;5000
11/09/2024;1000000
19/04/2023;300
29/01/2024;300
3/10/2023;200
4/11/2022;0
29/05/2022;300
17/11/2024;0
21/09/2021;5000
4/03/2024;-50
4/03/2020;1000000
9/03/2024;300
18/07/2020;-50
14/01/2023;1000000
17/12/2024;100
22/02/2024;200
30/08/2022;5000
12/08/2024;0
29/03/2021;300
6/09/2023;5000
31/12/2020;300
26/05/2023;1000000
14/05/2024;0
18/08/2022;5000
23/03/2021;200
26/12/2020;1000000
3/09/2023;100
27/02/2022;200
24/02/2023;-50
19/11/2021;-50
6/06/2021;200
9/08/2023;-50
29/01/2022;300
27/04/2022;200
13/04/2022;200
25/03/2020;5000
3/09/2022;0
17/09/2023;0
5/05/2022;300
24/10/2020;0
30/10/2021;200
2/03/2023;100
25/02/2023;100
21/01/2023;5000
18/05/2022;-50
21/01/2022;1000000
13/09/2024;100
5/02/2023;0
9/11/2023;-50
4/04/2020;-50
6/08/2021;5000
22/07/2023;0
29/07/2023;300
6/05/2020;0
20/01/2024;1000000
22/06/2020;100
19/04/2023;5000
15/07/2020;200
22/04/2020;300
6/05/2021;1000000
30/10/2022;300
7/04/2020;200
19/01/2021;1000000
23/10/2020;100
13/03/2020;1000000
16/06/2020;0
2/10/2023;0
4/08/2021;1000000
17/05/2022;0
13/03/2022;100
21/10/2024;5000
31/07/2022;0
16/01/2023;-50
23/11/2023;100
15/02/2024;-50
19/10/2020;-50
19/04/2024;100
9/05/2021;5000
13/01/2024;-50
1/04/2020;200
4/08/2021;0
16/06/2022;1000000
11/06/2021;200
22/03/2023;-50
12/01/2024;200
4/05/2022;-50
8/03/2023;300
27/03/2021;100
28/09/2024;1000000
7/12/2022;5000
18/04/2022;200
25/12/2020;200
2/09/2023;200
2/02/2023;300
10/10/2021;200
18/12/2023;100
14/11/2021;0
9/07/2023;200
7/07/2021;5000
29/07/2023;0
23/10/2020;5000
4/11/2023;5000
1/06/2021;-50
7/06/2022;-50
26/09/2024;5000
26/11/2020;300
3/03/2024;200
5/08/2022;200
9/09/2022;5000
30/04/2024;0
22/03/2022;100
26/06/2024;300
28/12/2024;5000
28/09/2023;300
30/10/2021;100
2/02/2021;-50
6/04/2023;0
24/10/2021;5000
27/01/2020;100
11/11/2021;0
6/08/2023;300
31/12/2022;5000
10/10/2023;300
15/10/2022;1000000
28/07/2022;-50
10/11/2024;-50
8/07/2020;1000000
6/12/2020;0
24/05/2020;-50
26/08/2021;1000000
15/01/2024;300
8/06/2020;200
14/05/2024;100
25/10/2023;5000
24/01/2023;300
14/11/2022;-50
28/01/2021;1000000
18/08/2024;0
2/05/2021;1000000
22/06/2022;200
7/02/2023;-50
14/02/2020;300
13/05/2024;100
9/03/2021;5000
25/12/2020;300
8/12/2020;-50
14/01/2023;100
9/05/2021;200
2/06/2020;-50
6/10/2022;-50
4/04/2022;100
8/01/2022;300
9/01/2024;1000000
3/09/2022;0
22/06/2020;300
4/06/2024;-50
25/12/2023;-50
25/01/2024;1000000
5/08/2020;5000
21/03/2024;200
7/09/2022;1000000
18/07/2021;5000
12/08/2021;200
13/09/2024;1000000
14/01/2020;5000
22/03/2021;100
12/11/2020;200
3/07/2020;5000
3/03/2024;300
10/08/2024;200
14/11/2020;0
4/02/2020;200
7/09/2024;1000000
28/01/2024;300
1/04/2020;0
11/10/2024;300
25/03/2024;100
19/01/2020;5000
29/12/2022;1000000
17/05/2021;0
12/06/2022;0
11/01/2022;5000
8/08/2021;100
22/12/2022;5000
13/08/2021;300
24/09/2023;5000
26/05/2021;1000000
8/09/2022;1000000
26/05/2021;100
17/06/2024;100
1/04/2024;-50
11/08/2024;300
2/07/2024;100
28/02/2020;0
28/10/2020;100
23/12/2020;100
3/07/2024;300
3/08/2023;1000000
14/10/2023;100
11/09/2024;200
14/05/2023;0
25/06/2024;200
15/02/2020;300
6/01/2023;300
13/10/2023;-50
22/03/2023;1000000
11/10/2024;5000
31/03/2023;300
22/02/2021;0
11/03/2023;0
16/11/2021;-50
11/05/2022;5000
7/03/2023;100
1/07/2024;300
22/05/2023;300
30/09/2021;-50
2/12/2021;0
7/08/2023;1000000
23/12/2023;100
17/05/2024;0
21/03/2022;0
7/10/2022;5000
30/03/2020;300
10/03/2021;200
4/05/2021;1000000
24/05/2023;200
18/11/2023;-50
20/04/2021;300
7/05/2020;200
19/03/2021;300
26/01/2022;100
19/04/2020;-50
3/12/2020;0
24/05/2023;0
12/11/2024;200
2/10/2022;1000000
24/04/2023;300
22/02/2023;-50
6/11/2022;-50
8/03/2024;5000
2/09/2024;300
2/08/2024;300
11/05/2024;300
14/12/2021;0
10/08/2022;5000
7/09/2024;0
20/11/2023;200
12/05/2022;0
20/12/2024;200
10/02/2022;300
12/10/2020;0
18/06/2024;5000
16/01/2020;300
18/11/2024;0
2/02/2024;100
23/04/2024;5000
29/10/2022;-50
28/02/2021;1000000
5/12/2020;300
22/05/2024;100
16/08/2022;200
27/01/2022;1000000
2/04/2023;0
20/12/2021;-50
18/02/2022;5000
25/06/2020;1000000
5/06/2020;-50
10/10/2022;200
28/04/2020;-50
6/10/2021;1000000
18/04/2023;0
15/03/2022;100
15/02/2024;300
17/07/2020;1000000
16/08/2021;200
22/10/2024;-50
7/05/2022;200
28/10/2023;1000000
1/11/2020;0
29/03/2023;100
25/03/2020;1000000
24/03/2021;0
22/08/2024;-50
18/09/2022;1000000
23/02/2021;200
19/10/2023;100
11/12/2021;5000
10/11/2023;1000000
12/06/2021;-50
1/12/2020;200
15/09/2024;1000000
4/09/2024;5000
3/09/2024;200
6/10/2021;300
5/07/2021;5000
9/12/2020;200
12/08/2024;200
4/08/2021;1000000
24/09/2024;1000000
19/08/2024;0
3/06/2024;200
3/05/2021;5000
1/08/2023;100
12/10/2020;1000000
2/07/2020;1000000
4/12/2021;5000
27/09/2023;0
5/07/2023;100
11/11/2024;-50
21/06/2023;-50
29/10/2021;200
2/10/2021;100
8/12/2022;300
5/08/2020;100
12/09/2020;1000000
2/01/2021;300
15/04/2021;100
10/02/2022;-50
21/05/2024;-50
3/06/2024;100
2/02/2020;-50
15/07/2021;5000
10/01/2022;300
6/05/2020;0
16/11/2020;0
10/08/2021;5000
17/11/2024;1000000
11/01/2020;5000
3/09/2021;300
14/05/2023;300
6/04/2021;1000000
3/12/2023;5000
20/03/2024;1000000
17/07/2023;1000000
14/02/2023;1000000
14/11/2020;100
24/05/2023;200
7/09/2024;300
28/10/2024;300
5/07/2024;200
8/10/2021;-50
23/04/2021;300
5/05/2022;0
13/07/2022;-50
25/03/2022;300
13/02/2023;300
2/09/2021;-50
4/08/2020;-50
26/01/2023;200
6/02/2020;200
15/06/2023;0
26/08/2023;-50
1/02/2021;-50
20/04/2020;0
3/08/2021;100
15/02/2022;5000
26/10/2023;-50
17/01/2024;1000000
27/03/2024;1000000
25/02/2023;300
30/05/2024;300
25/11/2021;0
3/06/2023;100
16/03/2021;0
1/10/2021;300
9/06/2022;0
25/11/2020;300
9/08/2021;200
15/04/2022;0
19/07/2021;0
9/03/2020;200
9/07/2020;300
21/09/2022;5000
24/04/2022;5000
27/11/2023;1000000
19/03/2023;1000000
3/04/2021;1000000
27/09/2023;-50
29/02/2020;100
23/04/2024;100
28/04/2020;100
14/03/2020;1000000
15/08/2024;0
2/01/2023;100
29/12/2022;5000
14/01/2020;-50
27/12/2021;0
3/01/2023;5000
14/03/2020;1000000
21/01/2023;1000000
3/05/2024;300
8/10/2023;0
22/02/2024;300
25/10/2021;0
24/01/2021;1000000
14/08/2021;200
30/08/2024;1000000
29/04/2022;1000000
29/09/2023;-50
25/05/2022;300
2/08/2023;200
10/09/2021;300
22/03/2022;200
11/12/2024;100
27/02/2022;0
23/09/2021;-50
1/04/2020;1000000
9/04/2024;1000000
7/01/2020;1000000
13/02/2024;0
29/10/2021;200
13/11/2022;5000
15/09/2024;-50
20/11/2021;-50
13/03/2024;5000
16/04/2021;100
17/01/2024;-50
8/08/2023;100
25/03/2021;5000
22/08/2022;200
